raw_organism,raw_drug,canonical_organism,canonical_drug
aspergillus terreus species complex,itraconazole (clsi),aspergillus terreus species complex,itraconazole (clsi)
aspergillus terreus species complex,micafungin (clsi),aspergillus terreus species complex,micafungin (clsi)
aspergillus terreus species complex,posaconazole (clsi),aspergillus terreus species complex,posaconazole (clsi)
aspergillus terreus species complex,uid,aspergillus terreus species complex,uid
aspergillus terreus species complex,voriconazole (clsi),aspergillus terreus species complex,voriconazole (clsi)
aspergillus thermomutatus,amphotericin b (clsi),aspergillus thermomutatus,amphotericin b (clsi)
aspergillus thermomutatus,anidulafungin (clsi),aspergillus thermomutatus,anidulafungin (clsi)
aspergillus thermomutatus,caspofungin (clsi),aspergillus thermomutatus,caspofungin (clsi)
aspergillus thermomutatus,itraconazole (clsi),aspergillus thermomutatus,itraconazole (clsi)
aspergillus thermomutatus,micafungin (clsi),aspergillus thermomutatus,micafungin (clsi)
aspergillus thermomutatus,posaconazole (clsi),aspergillus thermomutatus,posaconazole (clsi)
aspergillus thermomutatus,uid,aspergillus thermomutatus,uid
aspergillus thermomutatus,voriconazole (clsi),aspergillus thermomutatus,voriconazole (clsi)
aspergillus tubingensis,amphotericin b (clsi),aspergillus tubingensis,amphotericin b (clsi)
aspergillus tubingensis,anidulafungin (clsi),aspergillus tubingensis,anidulafungin (clsi)
aspergillus tubingensis,caspofungin (clsi),aspergillus tubingensis,caspofungin (clsi)
aspergillus tubingensis,itraconazole (clsi),aspergillus tubingensis,itraconazole (clsi)
aspergillus tubingensis,micafungin (clsi),aspergillus tubingensis,micafungin (clsi)
aspergillus tubingensis,posaconazole (clsi),aspergillus tubingensis,posaconazole (clsi)
aspergillus tubingensis,uid,aspergillus tubingensis,uid
aspergillus tubingensis,voriconazole (clsi),aspergillus tubingensis,voriconazole (clsi)
aspergillus udagawae,amphotericin b (clsi),aspergillus udagawae,amphotericin b (clsi)
aspergillus udagawae,anidulafungin (clsi),aspergillus udagawae,anidulafungin (clsi)
aspergillus udagawae,caspofungin (clsi),aspergillus udagawae,caspofungin (clsi)
aspergillus udagawae,itraconazole (clsi),aspergillus udagawae,itraconazole (clsi)
aspergillus udagawae,micafungin (clsi),aspergillus udagawae,micafungin (clsi)
aspergillus udagawae,posaconazole (clsi),aspergillus udagawae,posaconazole (clsi)
aspergillus udagawae,uid,aspergillus udagawae,uid
aspergillus udagawae,voriconazole (clsi),aspergillus udagawae,voriconazole (clsi)
aspergillus unguis,amphotericin b (clsi),aspergillus unguis,amphotericin b (clsi)
aspergillus unguis,anidulafungin (clsi),aspergillus unguis,anidulafungin (clsi)
aspergillus unguis,caspofungin (clsi),aspergillus unguis,caspofungin (clsi)
aspergillus unguis,itraconazole (clsi),aspergillus unguis,itraconazole (clsi)
aspergillus unguis,micafungin (clsi),aspergillus unguis,micafungin (clsi)
aspergillus unguis,posaconazole (clsi),aspergillus unguis,posaconazole (clsi)
aspergillus unguis,uid,aspergillus unguis,uid
aspergillus unguis,voriconazole (clsi),aspergillus unguis,voriconazole (clsi)
aspergillus ustus,amphotericin b (clsi),aspergillus ustus,amphotericin b (clsi)
aspergillus ustus,anidulafungin (clsi),aspergillus ustus,anidulafungin (clsi)
aspergillus ustus,caspofungin (clsi),aspergillus ustus,caspofungin (clsi)
aspergillus ustus,itraconazole (clsi),aspergillus ustus,itraconazole (clsi)
aspergillus ustus,micafungin (clsi),aspergillus ustus,micafungin (clsi)
aspergillus ustus,posaconazole (clsi),aspergillus ustus,posaconazole (clsi)
aspergillus ustus,uid,aspergillus ustus,uid
aspergillus ustus,voriconazole (clsi),aspergillus ustus,voriconazole (clsi)
aspergillus ustus species complex,amphotericin b (clsi),aspergillus ustus species complex,amphotericin b (clsi)
aspergillus ustus species complex,anidulafungin (clsi),aspergillus ustus species complex,anidulafungin (clsi)
aspergillus ustus species complex,caspofungin (clsi),aspergillus ustus species complex,caspofungin (clsi)
aspergillus ustus species complex,itraconazole (clsi),aspergillus ustus species complex,itraconazole (clsi)
aspergillus ustus species complex,micafungin (clsi),aspergillus ustus species complex,micafungin (clsi)
aspergillus ustus species complex,posaconazole (clsi),aspergillus ustus species complex,posaconazole (clsi)
aspergillus ustus species complex,uid,aspergillus ustus species complex,uid
aspergillus ustus species complex,voriconazole (clsi),aspergillus ustus species complex,voriconazole (clsi)
aspergillus versicolor,amphotericin b (clsi),aspergillus versicolor,amphotericin b (clsi)
aspergillus versicolor,anidulafungin (clsi),aspergillus versicolor,anidulafungin (clsi)
aspergillus versicolor,caspofungin (clsi),aspergillus versicolor,caspofungin (clsi)
aspergillus versicolor,itraconazole (clsi),aspergillus versicolor,itraconazole (clsi)
aspergillus versicolor,micafungin (clsi),aspergillus versicolor,micafungin (clsi)
aspergillus versicolor,posaconazole (clsi),aspergillus versicolor,posaconazole (clsi)
aspergillus versicolor,uid,aspergillus versicolor,uid
aspergillus versicolor,voriconazole (clsi),aspergillus versicolor,voriconazole (clsi)
aspergillus versicolor species complex,amphotericin b (clsi),aspergillus versicolor species complex,amphotericin b (clsi)
aspergillus versicolor species complex,anidulafungin (clsi),aspergillus versicolor species complex,anidulafungin (clsi)
aspergillus versicolor species complex,caspofungin (clsi),aspergillus versicolor species complex,caspofungin (clsi)
aspergillus versicolor species complex,itraconazole (clsi),aspergillus versicolor species complex,itraconazole (clsi)
aspergillus versicolor species complex,micafungin (clsi),aspergillus versicolor species complex,micafungin (clsi)
aspergillus versicolor species complex,posaconazole (clsi),aspergillus versicolor species complex,posaconazole (clsi)
aspergillus versicolor species complex,uid,aspergillus versicolor species complex,uid
aspergillus versicolor species complex,voriconazole (clsi),aspergillus versicolor species complex,voriconazole (clsi)
aspergillus welwitschiae,amphotericin b (clsi),aspergillus welwitschiae,amphotericin b (clsi)
aspergillus welwitschiae,anidulafungin (clsi),aspergillus welwitschiae,anidulafungin (clsi)
aspergillus welwitschiae,caspofungin (clsi),aspergillus welwitschiae,caspofungin (clsi)
aspergillus welwitschiae,itraconazole (clsi),aspergillus welwitschiae,itraconazole (clsi)
aspergillus welwitschiae,micafungin (clsi),aspergillus welwitschiae,micafungin (clsi)
aspergillus welwitschiae,posaconazole (clsi),aspergillus welwitschiae,posaconazole (clsi)
aspergillus welwitschiae,uid,aspergillus welwitschiae,uid
aspergillus welwitschiae,voriconazole (clsi),aspergillus welwitschiae,voriconazole (clsi)
aureobasidium pullulans,amphotericin b (clsi),aureobasidium pullulans,amphotericin b (clsi)
aureobasidium pullulans,anidulafungin (clsi),aureobasidium pullulans,anidulafungin (clsi)
aureobasidium pullulans,caspofungin (clsi),aureobasidium pullulans,caspofungin (clsi)
aureobasidium pullulans,fluconazole (clsi),aureobasidium pullulans,fluconazole (clsi)
aureobasidium pullulans,itraconazole (clsi),aureobasidium pullulans,itraconazole (clsi)
aureobasidium pullulans,micafungin (clsi),aureobasidium pullulans,micafungin (clsi)
aureobasidium pullulans,posaconazole (clsi),aureobasidium pullulans,posaconazole (clsi)
aureobasidium pullulans,uid,aureobasidium pullulans,uid
aureobasidium pullulans,voriconazole (clsi),aureobasidium pullulans,voriconazole (clsi)
bacteroides bivius,tigecycline,bacteroides fragilis,tigecycline
bacteroides caccae,tigecycline,bacteroides caccae,tigecycline
bacteroides capsillosis,tigecycline,bacteroides fragilis,tigecycline
bacteroides cellulosilyticus,tigecycline,bacteroides cellulosilyticus,tigecycline
bacteroides coagulans,tigecycline,bacteroides fragilis,tigecycline
bacteroides dorei,tigecycline,bacteroides fragilis,tigecycline
bacteroides eggerthii,tigecycline,bacteroides fragilis,tigecycline
bacteroides faecis,tigecycline,bacteroides fragilis,tigecycline
bacteroides fragilis,tigecycline,bacteroides fragilis,tigecycline
bacteroides intestinalis,tigecycline,bacteroides fragilis,tigecycline
bacteroides massiliensis,tigecycline,bacteroides fragilis,tigecycline
bacteroides merdeae,tigecycline,bacteroides fragilis,tigecycline
bacteroides nordii,tigecycline,bacteroides fragilis,tigecycline
bacteroides ovatus,tigecycline,bacteroides fragilis,tigecycline
bacteroides pyogenes,tigecycline,bacteroides fragilis,tigecycline
bacteroides salersyae,tigecycline,bacteroides fragilis,tigecycline
bacteroides splanchnicus,tigecycline,bacteroides splanchnicus,tigecycline
bacteroides spp,tigecycline,bacteroides fragilis,tigecycline
bacteroides stercosis,tigecycline,bacteroides fragilis,tigecycline
bacteroides thetaiotaomicron,tigecycline,bacteroides thetaiotaomicron,tigecycline
bacteroides uniformis,tigecycline,bacteroides fragilis,tigecycline
bacteroides vulgatus,tigecycline,bacteroides fragilis,tigecycline
bacteroides xylanolyticus,tigecycline,bacteroides fragilis,tigecycline
blastobotrys adeninivorans,amphotericin b (clsi),blastobotrys adeninivorans,amphotericin b (clsi)
blastobotrys adeninivorans,anidulafungin (clsi),blastobotrys adeninivorans,anidulafungin (clsi)
blastobotrys adeninivorans,caspofungin (clsi),blastobotrys adeninivorans,caspofungin (clsi)
blastobotrys adeninivorans,fluconazole (clsi),blastobotrys adeninivorans,fluconazole (clsi)
blastobotrys adeninivorans,itraconazole (clsi),blastobotrys adeninivorans,itraconazole (clsi)
blastobotrys adeninivorans,micafungin (clsi),blastobotrys adeninivorans,micafungin (clsi)
blastobotrys adeninivorans,posaconazole (clsi),blastobotrys adeninivorans,posaconazole (clsi)
blastobotrys adeninivorans,uid,blastobotrys adeninivorans,uid
blastobotrys adeninivorans,voriconazole (clsi),blastobotrys adeninivorans,voriconazole (clsi)
bordetella spp,tigecycline,bordetella spp,tigecycline
bordetella trematum,tigecycline,bordetella trematum,tigecycline
burkholderia cenocepacia,tigecycline,burkholderia cenocepacia,tigecycline
burkholderia cepacia,tigecycline,burkholderia cepacia,tigecycline
campylobacter ureolyticus,tigecycline,campylobacter ureolyticus,tigecycline
candida albicans,amphotericin b (clsi),candida albicans,amphotericin b (clsi)
candida albicans,anidulafungin (clsi),candida albicans,anidulafungin (clsi)
candida albicans,caspofungin (clsi),candida albicans,caspofungin (clsi)
candida albicans,fluconazole (clsi),candida albicans,fluconazole (clsi)
candida albicans,itraconazole (clsi),candida albicans,itraconazole (clsi)
candida albicans,micafungin (clsi),candida albicans,micafungin (clsi)
candida albicans,posaconazole (clsi),candida albicans,posaconazole (clsi)
candida albicans,uid,candida albicans,uid
candida albicans,voriconazole (clsi),candida albicans,voriconazole (clsi)
candida auris,amphotericin b (clsi),candida auris,amphotericin b (clsi)
candida auris,anidulafungin (clsi),candida auris,anidulafungin (clsi)
candida auris,caspofungin (clsi),candida auris,caspofungin (clsi)
candida auris,fluconazole (clsi),candida auris,fluconazole (clsi)
candida auris,itraconazole (clsi),candida auris,itraconazole (clsi)
candida auris,micafungin (clsi),candida auris,micafungin (clsi)
candida auris,posaconazole (clsi),candida auris,posaconazole (clsi)
candida auris,uid,candida auris,uid
candida auris,voriconazole (clsi),candida auris,voriconazole (clsi)
candida blankii,amphotericin b (clsi),candida blankii,amphotericin b (clsi)
candida blankii,anidulafungin (clsi),candida blankii,anidulafungin (clsi)
candida blankii,caspofungin (clsi),candida blankii,caspofungin (clsi)
candida blankii,fluconazole (clsi),candida blankii,fluconazole (clsi)
candida blankii,micafungin (clsi),candida blankii,micafungin (clsi)
candida blankii,posaconazole (clsi),candida blankii,posaconazole (clsi)
candida blankii,uid,candida blankii,uid
candida blankii,voriconazole (clsi),candida blankii,voriconazole (clsi)
candida bracarensis,amphotericin b (clsi),candida bracarensis,amphotericin b (clsi)
candida bracarensis,anidulafungin (clsi),candida bracarensis,anidulafungin (clsi)
candida bracarensis,caspofungin (clsi),candida bracarensis,caspofungin (clsi)
candida bracarensis,fluconazole (clsi),candida bracarensis,fluconazole (clsi)
candida bracarensis,itraconazole (clsi),candida bracarensis,itraconazole (clsi)
candida bracarensis,micafungin (clsi),candida bracarensis,micafungin (clsi)
candida bracarensis,posaconazole (clsi),candida bracarensis,posaconazole (clsi)
candida bracarensis,uid,candida bracarensis,uid
candida bracarensis,voriconazole (clsi),candida bracarensis,voriconazole (clsi)
candida cacao,amphotericin b (clsi),candida cacao,amphotericin b (clsi)
candida cacao,anidulafungin (clsi),candida cacao,anidulafungin (clsi)
candida cacao,caspofungin (clsi),candida cacao,caspofungin (clsi)
candida cacao,fluconazole (clsi),candida cacao,fluconazole (clsi)
candida cacao,itraconazole (clsi),candida cacao,itraconazole (clsi)
candida cacao,micafungin (clsi),candida cacao,micafungin (clsi)
candida cacao,posaconazole (clsi),candida cacao,posaconazole (clsi)
candida cacao,uid,candida cacao,uid
candida cacao,voriconazole (clsi),candida cacao,voriconazole (clsi)
candida catenulata,amphotericin b (clsi),candida catenulata,amphotericin b (clsi)
candida catenulata,anidulafungin (clsi),candida catenulata,anidulafungin (clsi)
candida catenulata,caspofungin (clsi),candida catenulata,caspofungin (clsi)
candida catenulata,fluconazole (clsi),candida catenulata,fluconazole (clsi)
candida catenulata,itraconazole (clsi),candida catenulata,itraconazole (clsi)
candida catenulata,micafungin (clsi),candida catenulata,micafungin (clsi)
candida catenulata,posaconazole (clsi),candida catenulata,posaconazole (clsi)
candida catenulata,uid,candida catenulata,uid
candida catenulata,voriconazole (clsi),candida catenulata,voriconazole (clsi)
candida digboiensis,amphotericin b (clsi),candida digboiensis,amphotericin b (clsi)
candida digboiensis,anidulafungin (clsi),candida digboiensis,anidulafungin (clsi)
candida digboiensis,caspofungin (clsi),candida digboiensis,caspofungin (clsi)
candida digboiensis,fluconazole (clsi),candida digboiensis,fluconazole (clsi)
candida digboiensis,itraconazole (clsi),candida digboiensis,itraconazole (clsi)
candida digboiensis,micafungin (clsi),candida digboiensis,micafungin (clsi)
candida digboiensis,posaconazole (clsi),candida digboiensis,posaconazole (clsi)
candida digboiensis,uid,candida digboiensis,uid
candida digboiensis,voriconazole (clsi),candida digboiensis,voriconazole (clsi)
candida dubliniensis,amphotericin b (clsi),candida dubliniensis,amphotericin b (clsi)
candida dubliniensis,anidulafungin (clsi),candida dubliniensis,anidulafungin (clsi)
candida dubliniensis,caspofungin (clsi),candida dubliniensis,caspofungin (clsi)
candida dubliniensis,fluconazole (clsi),candida dubliniensis,fluconazole (clsi)
candida dubliniensis,itraconazole (clsi),candida dubliniensis,itraconazole (clsi)
candida dubliniensis,micafungin (clsi),candida dubliniensis,micafungin (clsi)
